id:ID,:LABEL,preflabel,synonyms:IGNORE,name,description
HGNC:7167,GENE,MMP20,AI2A2|MMP-20,matrix metallopeptidase 20,"Proteins of the matrix metalloproteinase (MMP) family are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. Most MMP's are secreted as inactive proproteins which are activated when cleaved by extracellular proteinases. The protein encoded by this gene degrades amelogenin, the major protein component of dental enamel matrix, and thus thought to play a role in tooth enamel formation. A mutation in this gene, which alters the normal splice pattern and results in premature termination of the encoded protein, has been associated with amelogenesis imperfecta. This gene is part of a cluster of MMP genes located on chromosome 11q22.3. [provided by RefSeq, Aug 2011]."
WormBase:WBGene00017284,GENE,sec-6,NA,Exocyst complex component 3,NA
HGNC:18533,GENE,USP48,RAP1GA1|USP31,ubiquitin specific peptidase 48,"This gene encodes a protein containing domains that associate it with the peptidase family C19, also known as family 2 of ubiquitin carboxyl-terminal hydrolases. Family members function as deubiquitinating enzymes, recognizing and hydrolyzing the peptide bond at the C-terminal glycine of ubiquitin. Enzymes in peptidase family C19 are involved in the processing of poly-ubiquitin precursors as well as that of ubiquitinated proteins. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]."
HGNC:17060,GENE,KIFAP3,FLA3|KAP-1|KAP-3|KAP3|SMAP|Smg-GDS|dJ190I16.1,kinesin associated protein 3,"The small G protein GDP dissociation stimulator (smg GDS) is a regulator protein having two activities on a group of small G proteins including the Rho and Rap1 family members and Ki-Ras; one is to stimulate their GDP/GTP exchange reactions, and the other is to inhibit their interactions with membranes. The protein encoded by this gene contains 9 'Armadillo' repeats and interacts with the smg GDS protein through these repeats. This protein, which is highly concentrated around the endoplasmic reticulum, is phosphorylated by v-src, and this phosphorylation reduces the affinity of the protein for smg GDS. It is thought that this protein serves as a linker between human chromosome-associated polypeptide (HCAP) and KIF3A/B, a kinesin superfamily protein in the nucleus, and that it plays a role in the interaction of chromosomes with an ATPase motor protein. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2011]."
FlyBase:FBgn0034885,GENE,Eglp4,Aqp4019|CG4019|Dmel\CG4019|Eglp 4,Entomoglyceroporin 4,NA
NCBIGene:743480,GENE,CCDC36,CT74,coiled-coil domain containing 36,NA
HP:0002797,DISO,Osteolysis,NA,Osteolysis,NA
HGNC:11378,GENE,STEAP1,PRSS24|STEAP,STEAP family member 1,"This gene is predominantly expressed in prostate tissue, and is found to be upregulated in multiple cancer cell lines. The gene product is predicted to be a six-transmembrane protein, and was shown to be a cell surface antigen significantly expressed at cell-cell junctions. [provided by RefSeq, Jul 2008]."
HGNC:24008,GENE,MIA3,ARNT|D320|TANGO|TANGO1|UNQ6077,MIA SH3 domain ER export factor 3,NA
HGNC:11174,GENE,SNX3,Grd19|MCOPS8|SDP3,sorting nexin 3,"This gene encodes a member of the sorting nexin family. Members of this family contain a phox (PX) domain, which is a phosphoinositide binding domain, and are involved in intracellular trafficking. This protein does not contain a coiled coil region, like most family members. This protein interacts with phosphatidylinositol-3-phosphate, and is involved in protein trafficking. A pseudogene of this gene is present on the sex chromosomes. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2014]."
HGNC:6229,GENE,KCNAB2,AKR6A5|HKvbeta2|HKvbeta2.1|HKvbeta2.2|KCNA2B|KV-BETA-2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,"Voltage-gated potassium (Kv) channels represent the most complex class of voltage-gated ion channels from both functional and structural standpoints. Their diverse functions include regulating neurotransmitter release, heart rate, insulin secretion, neuronal excitability, epithelial electrolyte transport, smooth muscle contraction, and cell volume. Four sequence-related potassium channel genes - shaker, shaw, shab, and shal - have been identified in Drosophila, and each has been shown to have human homolog(s). This gene encodes a member of the potassium channel, voltage-gated, shaker-related subfamily. This member is one of the beta subunits, which are auxiliary proteins associating with functional Kv-alpha subunits. This member alters functional properties of the KCNA4 gene product. Alternative splicing of this gene results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Dec 2010]."
HGNC:11700,GENE,TDG,hTDG,thymine DNA glycosylase,"The protein encoded by this gene belongs to the TDG/mug DNA glycosylase family. Thymine-DNA glycosylase (TDG) removes thymine moieties from G/T mismatches by hydrolyzing the carbon-nitrogen bond between the sugar-phosphate backbone of DNA and the mispaired thymine. With lower activity, this enzyme also removes thymine from C/T and T/T mispairings. TDG can also remove uracil and 5-bromouracil from mispairings with guanine. This enzyme plays a central role in cellular defense against genetic mutation caused by the spontaneous deamination of 5-methylcytosine and cytosine. This gene may have a pseudogene in the p arm of chromosome 12. [provided by RefSeq, Jul 2008]."
RGD:1591758,GENE,LOC680442,NA,hypothetical protein LOC680442,NA
MGI:1918081,GENE,Krtap31-1,4733401H21Rik|AI506529,keratin associated protein 31-1,NA
HGNC:4317,GENE,GLI1,GLI|PAPA8,GLI family zinc finger 1,"This gene encodes a member of the Kruppel family of zinc finger proteins. The encoded transcription factor is activated by the sonic hedgehog signal transduction cascade and regulates stem cell proliferation. The activity and nuclear localization of this protein is negatively regulated by p53 in an inhibitory loop. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2009]."
HGNC:29262,GENE,IFT80,ATD2|SRTD2|WDR56,intraflagellar transport 80,"The protein encoded by this gene is part of the intraflagellar transport complex B and is necessary for the function of motile and sensory cilia. Defects in this gene are a cause of asphyxiating thoracic dystrophy 2 (ATD2). Three transcript variants encoding two different isoforms have been found for this gene.[provided by RefSeq, Jun 2010]."
HGNC:26957,GENE,GPCPD1,EDI3|GDE5|GDPD6|PREI4,glycerophosphocholine phosphodiesterase 1,NA
HP:0002180,DISO,Neurodegeneration,NA,Neurodegeneration,NA
ENSEMBL:ENSDARG00000074984,GENE,CABZ01053588.1,NA,NA,NA
HP:0002150,DISO,Hypercalciuria,NA,Hypercalciuria,NA
HGNC:23673,GENE,MAMDC2,NA,MAM domain containing 2,NA
HGNC:25173,GENE,ZNF689,TIPUH1,zinc finger protein 689,NA
HGNC:1633,GENE,CD19,B4|CVID3,CD19 molecule,"Lymphocytes proliferate and differentiate in response to various concentrations of different antigens. The ability of the B cell to respond in a specific, yet sensitive manner to the various antigens is achieved with the use of low-affinity antigen receptors. This gene encodes a cell surface molecule which assembles with the antigen receptor of B lymphocytes in order to decrease the threshold for antigen receptor-dependent stimulation. [provided by RefSeq, Jul 2008]."
HGNC:6210,GENE,CD82,4F9|C33|GR15|IA4|KAI1|R2|SAR2|ST6|TSPAN27,CD82 molecule,"This metastasis suppressor gene product is a membrane glycoprotein that is a member of the transmembrane 4 superfamily. Expression of this gene has been shown to be downregulated in tumor progression of human cancers and can be activated by p53 through a consensus binding sequence in the promoter. Its expression and that of p53 are strongly correlated, and the loss of expression of these two proteins is associated with poor survival for prostate cancer patients. Two alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jul 2008]."
HGNC:14864,GENE,COL5A3,NA,collagen type V alpha 3 chain,"This gene encodes an alpha chain for one of the low abundance fibrillar collagens. Fibrillar collagen molecules are trimers that can be composed of one or more types of alpha chains. Type V collagen is found in tissues containing type I collagen and appears to regulate the assembly of heterotypic fibers composed of both type I and type V collagen. This gene product is closely related to type XI collagen and it is possible that the collagen chains of types V and XI constitute a single collagen type with tissue-specific chain combinations. Mutations in this gene are thought to be responsible for the symptoms of a subset of patients with Ehlers-Danlos syndrome type III. Messages of several sizes can be detected in northern blots but sequence information cannot confirm the identity of the shorter messages. [provided by RefSeq, Jul 2008]."
HGNC:30520,GENE,CCDC127,NA,coiled-coil domain containing 127,NA
NCBIGene:100523387,GENE,WDFY3,ALFY|BCHS|MCPH18|ZFYVE25,WD repeat and FYVE domain containing 3,"This gene encodes a phosphatidylinositol 3-phosphate-binding protein that functions as a master conductor for aggregate clearance by autophagy. This protein shuttles from the nuclear membrane to colocalize with aggregated proteins, where it complexes with other autophagic components to achieve macroautophagy-mediated clearance of these aggregated proteins. However, it is not necessary for starvation-induced macroautophagy. [provided by RefSeq, May 2010]."
NCBIGene:100071225,GENE,TRIM54,MURF|MURF-3|RNF30|muRF3,tripartite motif containing 54,"The protein encoded by this gene contains a RING finger motif and is highly similar to the ring finger proteins RNF28/MURF1 and RNF29/MURF2. In vitro studies demonstrated that this protein, RNF28, and RNF29 form heterodimers, which may be important for the regulation of titin kinase and microtubule-dependent signal pathways in striated muscles. Alternatively spliced transcript variants encoding distinct isoforms have been reported. [provided by RefSeq, Jul 2008]."
NCBIGene:415370,GENE,CA12,CA-XII|CAXII|HsT18816|T18816,carbonic anhydrase 12,"Carbonic anhydrases (CAs) are a large family of zinc metalloenzymes that catalyze the reversible hydration of carbon dioxide. They participate in a variety of biological processes, including respiration, calcification, acid-base balance, bone resorption, and the formation of aqueous humor, cerebrospinal fluid, saliva, and gastric acid. This gene product is a type I membrane protein that is highly expressed in normal tissues, such as kidney, colon and pancreas, and has been found to be overexpressed in 10% of clear cell renal carcinomas. Three transcript variants encoding different isoforms have been identified for this gene. [provided by RefSeq, Jun 2014]."
FlyBase:FBgn0039235,GENE,CG10899,BcDNA:AT02719|Dmel\CG10899,uncharacterized protein,NA
HGNC:20779,GENE,NDST4,N-HSST|N-HSST 4|NDST-4|NHSST4,N-deacetylase and N-sulfotransferase 4,NA
UBERON:0001891,ANAT,midbrain,NA,midbrain,NA
Coriell:GM26602,GENO,NIGMS-GM26602,NA,NIGMS-GM26602,NA
HGNC:11150,GENE,SNRNP70,RNPU1Z|RPU1|SNRP70|Snp1|U1-70K|U170K|U1AP|U1RNP,small nuclear ribonucleoprotein U1 subunit 70,NA
HGNC:6221,GENE,KCNA3,HGK5|HLK3|HPCN3|HUKIII|KV1.3|MK3|PCN3,potassium voltage-gated channel subfamily A member 3,"Potassium channels represent the most complex class of voltage-gated ion channels from both functional and structural standpoints. Their diverse functions include regulating neurotransmitter release, heart rate, insulin secretion, neuronal excitability, epithelial electrolyte transport, smooth muscle contraction, and cell volume. Four sequence-related potassium channel genes - shaker, shaw, shab, and shal - have been identified in Drosophila, and each has been shown to have human homolog(s). This gene encodes a member of the potassium channel, voltage-gated, shaker-related subfamily. This member contains six membrane-spanning domains with a shaker-type repeat in the fourth segment. It belongs to the delayed rectifier class, members of which allow nerve cells to efficiently repolarize following an action potential. It plays an essential role in T-cell proliferation and activation. This gene appears to be intronless and it is clustered together with KCNA2 and KCNA10 genes on chromosome 1. [provided by RefSeq, Jul 2008]."
HGNC:5350,GENE,ICMT,HSTE14|MST098|MSTP098|PCCMT|PCMT|PPMT,isoprenylcysteine carboxyl methyltransferase,"This gene encodes the third of three enzymes that posttranslationally modify isoprenylated C-terminal cysteine residues in certain proteins and target those proteins to the cell membrane. This enzyme localizes to the endoplasmic reticulum. Alternative splicing may result in other transcript variants, but the biological validity of those transcripts has not been determined. [provided by RefSeq, Jul 2008]."
HGNC:11171,GENE,SNURF,NA,SNRPN upstream reading frame,"This gene is located within the Prader-Willi Syndrome critical region on chromosome 15. Transcripts produced from this gene initiate at an imprinting center and are paternally-imprinted. These transcripts may be bicistronic and also encode SNRPN (small nuclear ribonucleoprotein polypeptide N) from a downstream open reading frame. The small protein represented by this gene is encoded by an evolutionarily-conserved upstream open reading frame and is localized to the nucleus. Extensive alternative splicing and promoter usage occurs in this region and the full-length nature of some of these transcripts has not been determined. Alterations in the imprinting center are associated with parental imprint switch failure, which may cause Angelman syndrome or Prader-Willi syndrome. [provided by RefSeq, Mar 2017]."
HGNC:559,GENE,AP1S1,AP19|CLAPS1|EKV3|MEDNIK|SIGMA1A,adaptor related protein complex 1 subunit sigma 1,"The protein encoded by this gene is part of the clathrin coat assembly complex which links clathrin to receptors in coated vesicles. These vesicles are involved in endocytosis and Golgi processing. This protein, as well as beta-prime-adaptin, gamma-adaptin, and the medium (mu) chain AP47, form the AP-1 assembly protein complex located at the Golgi vesicle. [provided by RefSeq, Jul 2008]."
HP:0002242,DISO,Abnormal intestine morphology,NA,Abnormal intestine morphology,NA
NCBIGene:100061062,GENE,CEP44,KIAA1712|PS1TP3,centrosomal protein 44,NA
MONDO:0002531,DISO,skin neoplasm,NA,skin neoplasm,NA
NCBIGene:100513310,GENE,TNK2,ACK|ACK-1|ACK1|p21cdc42Hs,tyrosine kinase non receptor 2,"This gene encodes a tyrosine kinase that binds Cdc42Hs in its GTP-bound form and inhibits both the intrinsic and GTPase-activating protein (GAP)-stimulated GTPase activity of Cdc42Hs. This binding is mediated by a unique sequence of 47 amino acids C-terminal to an SH3 domain. The protein may be involved in a regulatory mechanism that sustains the GTP-bound active form of Cdc42Hs and which is directly linked to a tyrosine phosphorylation signal transduction pathway. Several alternatively spliced transcript variants have been identified from this gene, but the full-length nature of only two transcript variants has been determined. [provided by RefSeq, Jul 2008]."
ZFIN:ZDB-GENE-030131-7427,GENE,tnk1,NA,tyrosine kinase non receptor 1,"The protein encoded by this gene belongs to the tyrosine protein kinase family. Tyrosine protein kinases are important regulators of intracellular signal transduction pathways, mediating cellular proliferation, survival, and development. This gene is highly expressed in fetal tissues and at lower levels in few adult tissues, thus may function in signaling pathways utilized broadly during fetal development, and more selectively in adult tissues. It plays a negative regulatory role in the Ras-Raf1-MAPK pathway, and knockout mice have been shown to develop spontaneous tumors, suggesting a role as a tumor suppressor gene. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011]."
HGNC:30949,GENE,ZFP42,REX-1|REX1|ZNF754|zfp-42,ZFP42 zinc finger protein,NA
NCBIGene:450206,GENE,AQP8,AQP-8,aquaporin 8,"Aquaporin 8 (AQP8) is a water channel protein. Aquaporins are a family of small integral membrane proteins related to the major intrinsic protein (MIP or AQP0).  Aquaporin 8 mRNA is found in pancreas and colon but not other tissues. [provided by RefSeq, Jul 2008]."
HGNC:17521,GENE,ZNF385A,HZF|RZF|ZFP385|ZNF385,zinc finger protein 385A,"Zinc finger proteins, such as ZNF385A, are regulatory proteins that act as transcription factors, bind single- or double-stranded RNA, or interact with other proteins (Sharma et al., 2004 [PubMed 15527981]).[supplied by OMIM, Oct 2008]."
HGNC:10254,GENE,ROM1,ROM|ROSP1|RP7|TSPAN23,retinal outer segment membrane protein 1,"This gene is a member of a photoreceptor-specific gene family and encodes an integral membrane protein found in the photoreceptor disk rim of the eye. This protein can form homodimers or can heterodimerize with another photoreceptor, retinal degeneration slow (RDS). It is essential for disk morphogenesis, and may also function as an adhesion molecule involved in the stabilization and compaction of outer segment disks or in the maintenance of the curvature of the rim. Certain defects in this gene have been associated with the degenerative eye disease retinitis pigmentosa. [provided by RefSeq, Jul 2008]."
HGNC:11556,GENE,TAL1,SCL|TCL5|bHLHa17|tal-1,"TAL bHLH transcription factor 1, erythroid differentiation factor",NA
MP:0003725,DISO,increased autoantibody level,NA,increased autoantibody level,NA
HGNC:14495,GENE,MRPS2,CGI-91|COXPD36|MRP-S2|S2mt,mitochondrial ribosomal protein S2,"Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 28S subunit protein that belongs to the ribosomal protein S2 family. Alternatively spliced transcript variants have been observed for this gene. [provided by RefSeq, May 2012]."
HGNC:11535,GENE,TAF1,BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|MRXS33|N-TAF1|NSCL2|OF|P250|TAF(II)250|TAF2A|TAFII-250|TAFII250|XDP,TATA-box binding protein associated factor 1,"Initiation of transcription by RNA polymerase II requires the activities of more than 70 polypeptides. The protein that coordinates these activities is the basal transcription factor TFIID, which binds to the core promoter to position the polymerase properly, serves as the scaffold for assembly of the remainder of the transcription complex, and acts as a channel for regulatory signals. TFIID is composed of the TATA-binding protein (TBP) and a group of evolutionarily conserved proteins known as TBP-associated factors or TAFs. TAFs may participate in basal transcription, serve as coactivators, function in promoter recognition or modify general transcription factors (GTFs) to facilitate complex assembly and transcription initiation. This gene encodes the largest subunit of TFIID. This subunit binds to core promoter sequences encompassing the transcription start site. It also binds to activators and other transcriptional regulators, and these interactions affect the rate of transcription initiation. This subunit contains two independent protein kinase domains at the N- and C-terminals, but also possesses acetyltransferase activity and can act as a ubiquitin-activating/conjugating enzyme. Mutations in this gene result in Dystonia 3, torsion, X-linked, a dystonia-parkinsonism disorder. Alternative splicing of this gene results in multiple transcript variants. This gene is part of a complex transcription unit (TAF1/DYT3), wherein some transcript variants share exons with TAF1 as well as additional downstream DYT3 exons. [provided by RefSeq, Oct 2013]."
HGNC:11547,GENE,TAF15,Npl3|RBP56|TAF2N|TAFII68,TATA-box binding protein associated factor 15,"This gene encodes a member of the TET family of RNA-binding proteins. The encoded protein plays a role in RNA polymerase II gene transcription as a component of a distinct subset of multi-subunit transcription initiation factor TFIID complexes. Translocations involving this gene play a role in acute leukemia and extraskeletal myxoid chondrosarcoma, and mutations in this gene may play a role in amyotrophic lateral sclerosis. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, May 2012]."
FlyBase:FBgn0032285,GENE,CG17108,BEST:GH23489|CT33647|Dmel\CG17108|gh23489,uncharacterized protein,NA
HGNC:11367,GENE,STAT5B,STAT5,signal transducer and activator of transcription 5B,"The protein encoded by this gene is a member of the STAT family of transcription factors. In response to cytokines and growth factors, STAT family members are phosphorylated by the receptor associated kinases, and then form homo- or heterodimers that translocate to the cell nucleus where they act as transcription activators. This protein mediates the signal transduction triggered by various cell ligands, such as IL2, IL4, CSF1, and different growth hormones. It has been shown to be involved in diverse biological processes, such as TCR signaling, apoptosis, adult mammary gland development, and sexual dimorphism of liver gene expression. This gene was found to fuse to retinoic acid receptor-alpha (RARA) gene in a small subset of acute promyelocytic leukemias (APLL). The dysregulation of the signaling pathways mediated by this protein may be the cause of the APLL. [provided by RefSeq, Jul 2008]."
NCBIGene:100566752,GENE,LOC100566752,stat5b,signal transducer and activator of transcription 5B,NA
HGNC:6121,GENE,IRF6,LPS|OFC6|PIT|PPS|PPS1|VWS|VWS1,interferon regulatory factor 6,"This gene encodes a member of the interferon regulatory transcription factor (IRF) family. Family members share a highly-conserved N-terminal helix-turn-helix DNA-binding domain and a less conserved C-terminal protein-binding domain. The encoded protein may be a transcriptional activator. Mutations in this gene can cause van der Woude syndrome and popliteal pterygium syndrome. Mutations in this gene are also associated with non-syndromic orofacial cleft type 6. Alternate splicing results in multiple transcript variants.[provided by RefSeq, May 2011]."
HGNC:360,GENE,AIRE,AIRE1|APECED|APS1|APSI|PGA1,autoimmune regulator,"This gene encodes a transcriptional regulator that forms nuclear bodies and interacts with the transcriptional coactivator CREB binding protein. The encoded protein plays an important role in immunity by regulating the expression of autoantigens and negative selection of autoreactive T-cells in the thymus. Mutations in this gene cause the rare autosomal-recessive systemic autoimmune disease termed autoimmune polyendocrinopathy with candidiasis and ectodermal dystrophy (APECED). [provided by RefSeq, Jun 2012]."
MGI:894679,GENE,Bach2,BTBD25,BTB domain and CNC homolog 2,NA
NCBIGene:282881,GENE,CD6,TP120,CD6 molecule,"This gene encodes a protein found on the outer membrane of T-lymphocytes as well as some other immune cells. The encoded protein contains three scavenger receptor cysteine-rich (SRCR) domains and a binding site for an activated leukocyte cell adhesion molecule. The gene product is important for continuation of T cell activation. This gene may be associated with susceptibility to multiple sclerosis (PMID: 19525953, 21849685). Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2011]."
ENSEMBL:ENSRNOG00000046782,GENE,ENSEMBL:ENSRNOG00000046782,NA,NA,NA
HGNC:17579,GENE,STARD3,CAB1|MLN64|es64,StAR related lipid transfer domain containing 3,"This gene encodes a member of a subfamily of lipid trafficking proteins that are characterized by a C-terminal steroidogenic acute regulatory domain and an N-terminal metastatic lymph node 64 domain. The encoded protein localizes to the membranes of late endosomes and may be involved in exporting cholesterol. Alternative splicing results in multiple transcript variants.[provided by RefSeq, Oct 2009]."
MGI:109419,GENE,Faf1,CGI-03|HFAF1s|UBXD12|UBXN3A|hFAF1,Fas associated factor 1,"Interaction of Fas ligand (TNFSF6) with the FAS antigen (TNFRSF6) mediates programmed cell death, also called apoptosis, in a number of organ systems. The protein encoded by this gene binds to FAS antigen and can initiate apoptosis or enhance apoptosis initiated through FAS antigen. Initiation of apoptosis by the protein encoded by this gene requires a ubiquitin-like domain but not the FAS-binding domain. [provided by RefSeq, Jul 2008]."
MGI:3781428,GENE,Gm3250,NA,predicted gene 3250,NA
HGNC:28152,GENE,CENPO,CENP-O|ICEN-36|MCM21R,centromere protein O,"This gene encodes a component of the interphase centromere complex. The encoded protein is localized to the centromere throughout the cell cycle and is required for bipolar spindle assembly, chromosome segregation and checkpoint signaling during mitosis. Alternatively spliced transcript variants encoding multiple protein isoforms have been observed for this gene. [provided by RefSeq, Dec 2010]."
NCBIGene:100084045,GENE,RGS20,RGSZ1|ZGAP1|g(z)GAP|gz-GAP,regulator of G protein signaling 20,"The protein encoded by this gene belongs to the family of regulator of G protein signaling (RGS) proteins, which are regulatory and structural components of G protein-coupled receptor complexes. RGS proteins inhibit signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound forms. This protein selectively binds to G(z)-alpha and G(alpha)-i2 subunits, and regulates their signaling activities. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2011]."
ZFIN:ZDB-GENE-040718-128,GENE,rgs20,RGSZ1|ZGAP1|g(z)GAP|gz-GAP,regulator of G protein signaling 20,"The protein encoded by this gene belongs to the family of regulator of G protein signaling (RGS) proteins, which are regulatory and structural components of G protein-coupled receptor complexes. RGS proteins inhibit signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound forms. This protein selectively binds to G(z)-alpha and G(alpha)-i2 subunits, and regulates their signaling activities. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2011]."
HGNC:22209,GENE,STRIP2,FAM40B|FAR11B,striatin interacting protein 2,NA
HGNC:4291,GENE,GK2,GKP2|GKTA,glycerol kinase 2,NA
HGNC:4318,GENE,GLI2,CJS|HPE9|PHS2|THP1|THP2,GLI family zinc finger 2,"This gene encodes a protein which belongs to the C2H2-type zinc finger protein subclass of the Gli family. Members of this subclass are characterized as transcription factors which bind DNA through zinc finger motifs. These motifs contain conserved H-C links. Gli family zinc finger proteins are mediators of Sonic hedgehog (Shh) signaling and they are implicated as potent oncogenes in the embryonal carcinoma cell. The protein encoded by this gene localizes to the cytoplasm and activates patched Drosophila homolog (PTCH) gene expression. It is also thought to play a role during embryogenesis. The encoded protein is associated with several phenotypes- Greig cephalopolysyndactyly syndrome, Pallister-Hall syndrome, preaxial polydactyly type IV, postaxial polydactyly types A1 and B. [provided by RefSeq, Jul 2008]."
HGNC:4834,GENE,HBS1L,EF-1a|ERFS|HBS1|HSPC276|eRF3c,HBS1 like translational GTPase,"This gene encodes a member of the GTP-binding elongation factor family. It is expressed in multiple tissues with the highest expression in heart and skeletal muscle. The intergenic region of this gene and the MYB gene has been identified to be a quantitative trait locus (QTL) controlling fetal hemoglobin level, and this region influnces erythrocyte, platelet, and monocyte counts as well as erythrocyte volume and hemoglobin content. DNA polymorphisms at this region associate with fetal hemoglobin levels and pain crises in sickle cell disease. A single nucleotide polymorphism in exon 1 of this gene is significantly associated with severity in beta-thalassemia/Hemoglobin E. Multiple alternatively spliced transcript variants encoding different protein isoforms have been found for this gene. [provided by RefSeq, May 2009]."
HGNC:14891,GENE,DNAJB12,DJ10,DnaJ heat shock protein family (Hsp40) member B12,"DNAJB12 belongs to the evolutionarily conserved DNAJ/HSP40 family of proteins, which regulate molecular chaperone activity by stimulating ATPase activity. DNAJ proteins may have up to 3 distinct domains: a conserved 70-amino acid J domain, usually at the N terminus; a glycine/phenylalanine (G/F)-rich region; and a cysteine-rich domain containing 4 motifs resembling a zinc finger domain (Ohtsuka and Hata, 2000 [PubMed 11147971]).[supplied by OMIM, Mar 2008]."
HGNC:7154,GENE,MME,CALLA|CD10|CMT2T|NEP|SCA43|SFE,membrane metalloendopeptidase,"The protein encoded by this gene is a type II transmembrane glycoprotein and a common acute lymphocytic leukemia antigen that is an important cell surface marker in the diagnosis of human acute lymphocytic leukemia (ALL). The encoded protein is present on leukemic cells of pre-B phenotype, which represent 85% of cases of ALL. This protein is not restricted to leukemic cells, however, and is found on a variety of normal tissues. The protein is a neutral endopeptidase that cleaves peptides at the amino side of hydrophobic residues and inactivates several peptide hormones including glucagon, enkephalins, substance P, neurotensin, oxytocin, and bradykinin. [provided by RefSeq, Aug 2017]."
HGNC:1685,GENE,CD5,LEU1|T1,CD5 molecule,"This gene encodes a member of the scavenger receptor cysteine-rich (SRCR) superfamily. Members of this family are secreted or membrane-anchored proteins mainly found in cells associated with the immune system. This protein is a type-I transmembrane glycoprotein found on the surface of thymocytes, T lymphocytes and a subset of B lymphocytes. The encoded protein contains three SRCR domains and may act as a receptor to regulate T-cell proliferation. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Oct 2016]."
MP:0011090,DISO,"perinatal lethality, incomplete penetrance",NA,"perinatal lethality, incomplete penetrance",NA
HGNC:11290,GENE,SREBF2,SREBP-2|SREBP2|bHLHd2,sterol regulatory element binding transcription factor 2,"This gene encodes a member of the a ubiquitously expressed transcription factor that controls cholesterol homeostasis by regulating transcription of sterol-regulated genes. The encoded protein contains a basic helix-loop-helix-leucine zipper (bHLH-Zip) domain and binds the sterol regulatory element 1 motif. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]."
HGNC:12739,GENE,WBP4,FBP21,WW domain binding protein 4,"This gene encodes WW domain-containing binding protein 4. The WW domain represents a small and compact globular structure that interacts with proline-rich ligands. This encoded protein is a general spliceosomal protein that may play a role in cross-intron bridging of U1 and U2 snRNPs in the spliceosomal complex A. [provided by RefSeq, Jul 2008]."
HGNC:26210,GENE,PGGHG,ATHL1,protein-glucosylgalactosylhydroxylysine glucosidase,NA
HGNC:28422,GENE,TSEN2,PCH2B|SEN2|SEN2L,tRNA splicing endonuclease subunit 2,"This gene encodes one of the subunits of the tRNA splicing endonuclease. This endonuclease catalyzes the first step in RNA splicing which is the removal of introns. Mutations in this gene have been associated with pontocerebellar hypoplasia type 2. A pseudogene has been identified on chromosome 4. Multiple transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Feb 2009]."
HGNC:24758,GENE,C19orf54,NA,chromosome 19 open reading frame 54,NA
HGNC:15472,GENE,ALDH1A2,RALDH(II)|RALDH2|RALDH2-T,aldehyde dehydrogenase 1 family member A2,"This protein belongs to the aldehyde dehydrogenase family of proteins. The product of this gene is an enzyme that catalyzes the synthesis of retinoic acid (RA) from retinaldehyde. Retinoic acid, the active derivative of vitamin A (retinol), is a hormonal signaling molecule that functions in developing and adult tissues. The studies of a similar mouse gene suggest that this enzyme and the cytochrome CYP26A1, concurrently establish local embryonic retinoic acid levels which facilitate posterior organ development and prevent spina bifida. Four transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, May 2011]."
WormBase:WBGene00001345,GENE,fos-1,NA,Transcription factor fos-1,NA
WBPhenotype:0001407,DISO,protein expression reduced cell specific,NA,protein expression reduced cell specific,NA
FlyBase:FBgn0040629,GENE,CG18673,Dmel\CG18673,uncharacterized protein,NA
FBbt:00007401PHENOTYPE,DISO,Drosophila adult antennal lobe phenotype,NA,Drosophila adult antennal lobe phenotype,NA
